Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;76662210-0;COMERCIAL PAIHUEN LIMITADA;328888;01/10/2025;01/10/2025 10:47:45;;0;35583;6761;;;47760;;;;;0;;;;0;28;5416;0;
2;33;Del Giro;76111453-0;GO CAPITAL SPA;29306;30/09/2025;01/10/2025 12:02:27;;0;10000;1900;;;11900;;;;;0;;;;0;;;;
3;33;Del Giro;96792430-K;SODIMAC S.A.;142533212;23/09/2025;01/10/2025 14:08:00;;0;37437;7113;;;44550;;;;;0;;;;0;;;;
4;33;Del Giro;96792430-K;SODIMAC S.A.;142556610;24/09/2025;01/10/2025 14:08:49;;0;15109;2871;;;17980;;;;;0;;;;0;;;;
5;33;Del Giro;96792430-K;SODIMAC S.A.;142557865;25/09/2025;01/10/2025 14:21:37;;0;7311;1389;;;8700;;;;;0;;;;0;;;;
6;33;Del Giro;96792430-K;SODIMAC S.A.;142735493;02/10/2025;02/10/2025 12:19:13;;0;164495;31254;;;195749;;;;;0;;;;0;;;;
7;33;Del Giro;96792430-K;SODIMAC S.A.;142606318;02/10/2025;02/10/2025 18:19:38;;0;20520;3899;;;24419;;;;;0;;;;0;;;;
8;33;Del Giro;76922248-0;COMERCIAL JEANNETTE TERRAZA CARRASCO E.I.R.L.;8131;02/10/2025;02/10/2025 20:09:30;;0;17227;3273;;;20500;;;;;0;;;;0;;;;
9;33;Del Giro;99520000-7;COPEC S.A.;28515631;30/09/2025;03/10/2025 10:20:12;;0;709154;134740;;;961029;;;;22981;0;;;;0;35;22981;0;
;33;Del Giro;99520000-7;COPEC S.A.;28515631;30/09/2025;;;;;;;;;;;;;;;;;;28;94154;0;
10;33;Del Giro;99510910-7;SEGURYCEL S.A;1873078;03/10/2025;03/10/2025 11:19:05;;0;85532;16251;;;101783;;;;;0;;;;0;;;;
11;33;Del Giro;96548810-3;SOC DE SERVICIOS LOS CANELOS DE MIRAFLORES S.A.;19566;03/10/2025;03/10/2025 14:40:39;;0;271433;51572;;;323005;;;;;0;;;;0;;;;
12;33;Del Giro;96548810-3;SOC DE SERVICIOS LOS CANELOS DE MIRAFLORES S.A.;19567;03/10/2025;03/10/2025 14:40:49;;0;286576;54449;;;341025;;;;;0;;;;0;;;;
13;33;Del Giro;77116569-9;C  C CONSTRUCCION SPA;2188;03/10/2025;03/10/2025 16:45:55;;0;15630;2970;;;18600;;;;;0;;;;0;;;;
14;33;Del Giro;76797748-4;COMERCIAL Y SERVICIOS SIGNUM LTDA;298344;04/10/2025;04/10/2025 11:28:59;;0;31154;5919;;;41237;;;;;0;;;;0;28;4164;0;
15;33;Del Giro;76090364-7;SOCIEDAD COMERCIAL DAMPAUL LIMITADA;934710;04/10/2025;04/10/2025 22:10:17;;0;30334;5763;;;40000;;;;;0;;;;0;28;3903;0;
16;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21465;05/10/2025;05/10/2025 21:44:46;;0;133362;25339;;;158701;;;;;0;;;;0;;;;
17;33;Del Giro;76905308-5;COMERCIAL Y SERVICIOS GB LIMITADA;674743;06/10/2025;06/10/2025 05:59:20;;0;46378;8812;;;60937;;;;;0;;;;0;28;5747;0;
18;33;Del Giro;4215132-7;RAFAEL ANTONIO ORELLANA CONCHA;368424;06/10/2025;06/10/2025 10:42:35;;0;42324;8041;;;55588;;;;;0;;;;0;28;5223;0;
19;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;18866;06/10/2025;06/10/2025 11:04:23;;0;19287;3665;;;22952;;;;;0;;;;0;;;;
20;33;Del Giro;96542490-3;TRECK S A;2799334;06/10/2025;06/10/2025 12:25:34;;0;15800;3002;;;18802;;;;;0;;;;0;;;;
21;33;Del Giro;96542490-3;TRECK S A;2799406;06/10/2025;06/10/2025 12:54:18;;0;117970;22414;;;140384;;;;;0;;;;0;;;;
22;33;Del Giro;96542490-3;TRECK S A;2799461;06/10/2025;06/10/2025 13:23:06;;0;3300;627;;;3927;;;;;0;;;;0;;;;
23;33;Del Giro;96542490-3;TRECK S A;2799487;06/10/2025;06/10/2025 13:41:19;;0;26250;4988;;;31238;;;;;0;;;;0;;;;
24;33;Del Giro;76242907-1;Torino SPA;51541;06/10/2025;06/10/2025 15:18:31;;0;99890;18979;;;118869;;;;;0;;;;0;;;;
25;33;Del Giro;96992030-1;Sociedad Concesionaria Vespucio Norte Express S.A.;4589088;02/10/2025;06/10/2025 15:35:11;;12460;1204;229;;;13893;;;;;0;;;;0;;;;
26;33;Del Giro;76705653-2;COMERCIAL TECNICA SPA;9014;06/10/2025;06/10/2025 15:43:12;;0;179980;34196;;;214176;;;;;0;;;;0;;;;
27;33;Del Giro;97006000-6;BANCO DE CREDITO E INVERSIONES;28727112;06/10/2025;08/10/2025 00:30:56;;0;3291;625;;;3916;;;;;0;;;;0;;;;
28;33;Del Giro;77087881-0;COMERCIAL Y SERVICIOS R Y R LIMITADA;107009;08/10/2025;08/10/2025 15:24:34;;0;33347;6336;;;44060;;;;;0;;;;0;28;4377;0;
29;33;Del Giro;96792430-K;SODIMAC S.A.;142800733;08/10/2025;08/10/2025 19:32:37;;0;50420;9580;;;60000;;;;;0;;;;0;;;;
30;33;Del Giro;96792430-K;SODIMAC S.A.;142785124;08/10/2025;08/10/2025 22:55:12;;0;67218;12772;;;79990;;;;;0;;;;0;;;;
31;33;Del Giro;96792430-K;SODIMAC S.A.;142824119;09/10/2025;09/10/2025 16:10:00;;0;5193;987;;;6180;;;;;0;;;;0;;;;
32;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48380088;10/10/2025;10/10/2025 13:49:48;;0;35768;6796;;;43474;;;;;0;;;;0;19;450;12;
;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48380088;10/10/2025;;;;;;;;;;;;;;;;;;271;460;18;
33;33;Del Giro;84078800-8;Importadora INDRA SA;1139123;10/10/2025;10/10/2025 14:14:27;;0;286975;54525;;;341500;;;;;0;;;;0;;;;
34;33;Del Giro;76453390-9;SOCIEDAD HOTEL ASTORE LIMITADA;21530;10/10/2025;10/10/2025 17:32:15;;0;130000;24700;;;154700;;;;;0;;;;0;;;;
35;33;Del Giro;13108925-2;Alejandro Octavio Apablaza Mella;180507;10/10/2025;10/10/2025 18:33:38;;0;15019;2854;;;20000;;;;;0;;;;0;28;2127;10.64;
36;33;Del Giro;96792430-K;SODIMAC S.A.;142915541;11/10/2025;11/10/2025 10:38:44;;0;36958;7022;;;43980;;;;;0;;;;0;;;;
37;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;174742;13/10/2025;13/10/2025 10:28:02;;0;15076;2865;;;20000;;;;;0;;;;0;28;2059;0;
38;33;Del Giro;97023000-9;Banco Itaú Chile;7499134;10/10/2025;13/10/2025 12:32:21;;0;32773;6227;;;39000;;;;;0;;;;0;;;;
39;33;Del Giro;76452878-6;Comercial Orellana Y Compania Ltda;146013;14/10/2025;14/10/2025 12:05:14;;0;29987;5697;;;40000;;;;;0;;;;0;28;4316;1;
40;33;Del Giro;77384014-8;TORINO CHILE SPA;13978;14/10/2025;14/10/2025 17:26:15;;0;413420;78550;;;491970;;;;;0;;;;0;;;;
41;33;Del Giro;77367526-0;COMERCIAL Y SERVICIOS ECOGREEN LIMITADA;91783;14/10/2025;14/10/2025 18:11:40;;0;22502;4275;;;30000;;;;;0;;;;0;28;3223;0;
42;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4067;14/10/2025;14/10/2025 18:40:00;;0;342500;65075;;;407575;;;;;0;;;;0;;;;
43;33;Del Giro;76185341-4;ILP DESIGN S.P.A.;4068;14/10/2025;14/10/2025 18:45:19;;0;152000;28880;;;180880;;;;;0;;;;0;;;;
44;33;Del Giro;76468732-9;ASESORIAS AUDITORIAS E INVERSIONES CERTILAP CHILE S.A.;14870;15/10/2025;15/10/2025 09:49:52;;0;700;133;;;833;;;;;0;;;;0;;;;
45;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;174935;15/10/2025;15/10/2025 13:09:39;;0;15076;2865;;;20000;;;;;0;;;;0;28;2059;0;
46;33;Del Giro;96792430-K;SODIMAC S.A.;142968158;15/10/2025;15/10/2025 15:23:51;;0;250947;47680;;;298627;;;;;0;;;;0;;;;
47;33;Del Giro;96792430-K;SODIMAC S.A.;142968159;15/10/2025;15/10/2025 15:24:15;;0;111867;21255;;;133122;;;;;0;;;;0;;;;
48;33;Del Giro;96792430-K;SODIMAC S.A.;142889722;15/10/2025;15/10/2025 16:36:02;;0;12264;2330;;;14594;;;;;0;;;;0;;;;
49;33;Del Giro;77459190-7;MARIA LORETO SOTO VILLAGRA Y CIA. LTDA;482376;16/10/2025;16/10/2025 11:20:23;;0;119243;22656;;;141900;;;;;0;;;;0;;;;
50;33;Del Giro;84028700-9;AUTOMOTORA SANTIAGO LTDA;427240;16/10/2025;16/10/2025 12:03:23;;0;31933;6067;;;38000;;;;;0;;;;0;;;;
51;33;Del Giro;76833720-9;ABARROTES ECONOMICOS S.A.;48436484;16/10/2025;16/10/2025 14:16:42;;0;82565;15687;;;99595;;;;;0;;;;0;18;1265;5;
