Nro;Tipo Doc;Tipo Compra;RUT Proveedor;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse;Monto Exento;Monto Neto;Monto IVA Recuperable;Monto Iva No Recuperable;Codigo IVA No Rec.;Monto Total;Monto Neto Activo Fijo;IVA Activo Fijo;IVA uso Comun;Impto. Sin Derecho a Credito;IVA No Retenido;Tabacos Puros;Tabacos Cigarrillos;Tabacos Elaborados;NCE o NDE sobre Fact. de Compra;Codigo Otro Impuesto;Valor Otro Impuesto;Tasa Otro Impuesto
1;33;Del Giro;52002857-9;ANDRES CARLOS APEY VALENZUELA EST SERV;320091;02/01/2026;02/01/2026 14:21:16;;0;24262;4610;;;46941;;;;18069;0;;;;0;35;18069;0;
2;33;Del Giro;76940039-7;SOCIEDAD COMERCIAL ESCOBAR SpA;21422;04/01/2026;04/01/2026 12:40:17;;0;49990;9498;;;59488;;;;;0;;;;0;;;;
3;33;Del Giro;76111453-0;GO CAPITAL SPA;30837;31/12/2025;05/01/2026 12:09:41;;0;10000;1900;;;11900;;;;;0;;;;0;;;;
4;33;Del Giro;78008099-K;FERRETERÍA Y VENTA DE REPUESTOS AUTOMOTRICES CLAUDIO GERARDO GUERRA;1613;05/01/2026;05/01/2026 12:54:56;;0;31109;5911;;;37020;;;;;0;;;;0;;;;
5;33;Del Giro;76242907-1;Torino SPA;52861;05/01/2026;05/01/2026 14:29:50;;0;68940;13099;;;82039;;;;;0;;;;0;;;;
6;33;Del Giro;76183140-2;Comercial Lagos e Hijos Ltda.;36524;05/01/2026;05/01/2026 14:59:48;;0;19890;3779;;;23669;;;;;0;;;;0;;;;
7;33;Del Giro;77726515-6;COMERCIAL COMALI SPA;33311;05/01/2026;05/01/2026 16:28:42;;0;79832;15168;;;95000;;;;;0;;;;0;;;;
8;33;Del Giro;76297157-7;COMERCIAL FELIPE QUIROZ Y PENALOZA LIMITADA;181482;06/01/2026;06/01/2026 09:44:23;;0;13559;2576;;;20000;;;;;0;;;;0;28;3865;0;
9;33;Del Giro;76605019-0;COMERCIAL PC LIMITADA;201428;06/01/2026;06/01/2026 11:20:15;;0;31639;6012;;;46730;;;;;0;;;;0;28;9079;0;
10;33;Del Giro;76568660-1;EASY RETAIL S.A.;37037952;06/01/2026;06/01/2026 11:53:09;;0;21639;4111;;;25750;;;;;0;;;;0;;;;
11;33;Del Giro;76568660-1;EASY RETAIL S.A.;36414341;06/01/2026;06/01/2026 11:58:02;;0;6706;1274;;;7980;;;;;0;;;;0;;;;
12;33;Del Giro;78759950-8;SOCIEDAD COMERCIAL EL MAYORAZGO LTD;371944;06/01/2026;06/01/2026 15:55:11;;0;10197;1937;;;15000;;;;;0;;;;0;28;2866;0;
13;33;Del Giro;77759558-K;INVERSIONES INELCO SPA;759;07/01/2026;07/01/2026 11:10:22;;0;8983;1707;;;10690;;;;;0;;;;0;;;;
14;33;Del Giro;96992030-1;Sociedad Concesionaria Vespucio Norte Express S.A.;4726667;05/01/2026;07/01/2026 13:08:07;;39180;1806;343;;;41329;;;;;0;;;;0;;;;
15;33;Del Giro;96548810-3;SOC DE SERVICIOS LOS CANELOS DE MIRAFLORES S.A.;20425;07/01/2026;07/01/2026 14:26:04;;0;346585;65851;;;412436;;;;;0;;;;0;;;;
