Nro;Tipo Doc;Tipo Venta;Rut cliente;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse Recibo;Fecha Reclamo;Monto Exento;Monto Neto;Monto IVA;Monto total;IVA Retenido Total;IVA Retenido Parcial;IVA no retenido;IVA propio;IVA Terceros;RUT Emisor Liquid. Factura;Neto Comision Liquid. Factura;Exento Comision Liquid. Factura;IVA Comision Liquid. Factura;IVA fuera de plazo;Tipo Docto. Referencia;Folio Docto. Referencia;Num. Ident. Receptor Extranjero;Nacionalidad Receptor Extranjero;Credito empresa constructora;Impto. Zona Franca (Ley 18211);Garantia Dep. Envases;Indicador Venta sin Costo;Indicador Servicio Periodico;Monto No facturable;Total Monto Periodo;Venta Pasajes Transporte Nacional;Venta Pasajes Transporte Internacional;Numero Interno;Codigo Sucursal;NCE o NDE sobre Fact. de Compra;Codigo Otro Imp.;Valor Otro Imp.;Tasa Otro Imp.
1;33;Del Giro;77561431-5;JFV SPA;74039;01/04/2025;01/04/2025 08:15:31;;;0;162000;30780;192780;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
2;33;Del Giro;77561431-5;JFV SPA;74038;01/04/2025;01/04/2025 08:16:17;;;0;518130;98445;616575;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
3;33;Del Giro;61953200-7;C.R.S.PENALOLEN CORDILLERA ORIENTE;74040;01/04/2025;01/04/2025 08:16:29;;;0;90000;17100;107100;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
4;33;Del Giro;77561431-5;JFV SPA;74037;01/04/2025;01/04/2025 08:17:17;;;0;405000;76950;481950;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
5;33;Del Giro;61608203-5;INSTITUTO TRAUMATOLOGICO;74041;01/04/2025;01/04/2025 08:18:10;;;0;25036;4757;29793;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
6;33;Del Giro;60505723-3;HOSPITAL CARABINEROS;74042;01/04/2025;01/04/2025 08:20:11;;;0;70880;13467;84347;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
7;33;Del Giro;78498600-4;LABORATORIO CLINICO SCALA LTDA;74043;01/04/2025;01/04/2025 08:23:11;;;0;142460;27067;169527;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;1;0;0;0;;;;0;;;;;
8;33;Del Giro;18098602-2;JUAN AUKAN MARIVIL COLIMAN;74044;01/04/2025;01/04/2025 08:23:47;;;0;3333;633;3966;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
9;33;Del Giro;61608605-7;DIRECCION ATENCION PRIMARIA;74045;01/04/2025;01/04/2025 08:25:30;;;0;1968940;374099;2343039;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
10;33;Del Giro;69264400-K;I.MUNICIPALIDAD DE HUALPEN.SALUD;74046;01/04/2025;01/04/2025 08:32:00;;;0;60000;11400;71400;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
11;33;Del Giro;61602117-6;INSTITUTO NAC.REH.PEDRO AGUIRRE C;74047;01/04/2025;01/04/2025 08:34:30;;;0;88000;16720;104720;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
