Nro;Tipo Doc;Tipo Venta;Rut cliente;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse Recibo;Fecha Reclamo;Monto Exento;Monto Neto;Monto IVA;Monto total;IVA Retenido Total;IVA Retenido Parcial;IVA no retenido;IVA propio;IVA Terceros;RUT Emisor Liquid. Factura;Neto Comision Liquid. Factura;Exento Comision Liquid. Factura;IVA Comision Liquid. Factura;IVA fuera de plazo;Tipo Docto. Referencia;Folio Docto. Referencia;Num. Ident. Receptor Extranjero;Nacionalidad Receptor Extranjero;Credito empresa constructora;Impto. Zona Franca (Ley 18211);Garantia Dep. Envases;Indicador Venta sin Costo;Indicador Servicio Periodico;Monto No facturable;Total Monto Periodo;Venta Pasajes Transporte Nacional;Venta Pasajes Transporte Internacional;Numero Interno;Codigo Sucursal;NCE o NDE sobre Fact. de Compra;Codigo Otro Imp.;Valor Otro Imp.;Tasa Otro Imp.
1;33;Del Giro;61608408-9;HOSPITAL DR.LUIS CALVO MACKENNA;72905;03/02/2025;03/02/2025 08:24:11;;;0;329000;62510;391510;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
2;33;Del Giro;61608408-9;HOSPITAL DR.LUIS CALVO MACKENNA;72906;03/02/2025;03/02/2025 08:28:17;;;0;119000;22610;141610;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
3;33;Del Giro;76938598-3;NP MANUALIDADES SPA;72907;03/02/2025;03/02/2025 08:30:27;;;0;374424;71141;445565;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
4;33;Del Giro;61608203-5;INSTITUTO TRAUMATOLOGICO;72908;03/02/2025;03/02/2025 08:54:33;;;0;247500;47025;294525;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
5;33;Del Giro;61608204-3;HOSPITAL SAN JUAN DE DIOS;72909;03/02/2025;03/02/2025 08:56:08;;;0;102000;19380;121380;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
6;33;Del Giro;61513003-6;HOSPITAL DIPRECA;72910;03/02/2025;03/02/2025 09:02:21;;;0;990000;188100;1178100;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
7;33;Del Giro;61959800-8;HOSPITAL DR.LUIS TISNE;72911;03/02/2025;03/02/2025 09:32:12;;;0;189000;35910;224910;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
8;33;Del Giro;77561431-5;JFV SPA;72912;03/02/2025;03/02/2025 09:36:45;;;0;344655;65484;410139;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
9;33;Del Giro;18098602-2;JUAN AUKAN MARIVIL COLIMAN;72913;03/02/2025;03/02/2025 09:58:04;;;0;153769;29216;182985;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
10;33;Del Giro;77025316-0;ING. SOPORTE Y CADENA DE SUM. SPA;72914;03/02/2025;03/02/2025 10:20:16;04/02/2025 16:53:19;;0;96600;18354;114954;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
11;33;Del Giro;78027120-5;DROGUERIA DIPROLAB;72915;03/02/2025;03/02/2025 11:06:36;04/02/2025 14:29:29;;0;126000;23940;149940;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
12;33;Del Giro;61602260-1;HOSPITAL BASE OSORNO;72916;03/02/2025;03/02/2025 11:08:25;;;0;150000;28500;178500;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
13;33;Del Giro;78027120-5;DROGUERIA DIPROLAB;72917;03/02/2025;03/02/2025 11:12:58;04/02/2025 14:29:12;;0;136200;25878;162078;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
14;33;Del Giro;61602260-1;HOSPITAL BASE OSORNO;72919;03/02/2025;03/02/2025 11:16:20;;;0;134250;25508;159758;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
15;33;Del Giro;61602260-1;HOSPITAL BASE OSORNO;72918;03/02/2025;03/02/2025 11:16:31;;;0;134250;25508;159758;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
16;33;Del Giro;61602260-1;HOSPITAL BASE OSORNO;72920;03/02/2025;03/02/2025 11:21:15;;;0;143000;27170;170170;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
17;33;Del Giro;61980530-5;UNIVERSIDAD DE O  HIGGINS;72921;03/02/2025;03/02/2025 11:33:08;;03/02/2025 15:00:21;0;206010;39142;245152;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
18;33;Del Giro;61602145-1;HOSPITAL SAN FERNANDO;72922;03/02/2025;03/02/2025 12:15:28;;;0;73000;13870;86870;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
19;33;Del Giro;76624736-9;ALIT CORPUS SPA;72923;03/02/2025;03/02/2025 12:50:07;;;0;23750;4513;28263;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;1;0;0;0;;;;0;;;;;
20;33;Del Giro;78040520-1;CLINICA AVANSALUD SPA;72924;04/02/2025;04/02/2025 08:10:15;06/02/2025 15:03:50;;0;143100;27189;170289;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
21;33;Del Giro;76140292-7;COMERCIAL BIOSLABCHILE LIMITADA;72925;04/02/2025;04/02/2025 08:16:27;;;0;633735;120410;754145;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
22;33;Del Giro;76140292-7;COMERCIAL BIOSLABCHILE LIMITADA;72926;04/02/2025;04/02/2025 08:18:15;;;0;180690;34331;215021;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
23;33;Del Giro;69210600-8;I.MUNICIPALIDAD DE PUYEHUE;72927;04/02/2025;04/02/2025 08:22:25;;;0;815000;154850;969850;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
24;33;Del Giro;78022020-1;BUCHERT ROSAS Y CIA LTDA;72928;04/02/2025;04/02/2025 08:24:04;;;0;367200;69768;436968;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
25;33;Del Giro;76367684-6;SOCIEDAD COMERC. RSLAB INSUMOS LTDA;72929;04/02/2025;04/02/2025 08:26:16;;;0;55200;10488;65688;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;1;0;0;0;;;;0;;;;;
26;33;Del Giro;61602198-2;HOSPITAL PENCO-LIRQUEN;72930;04/02/2025;04/02/2025 08:28:15;;;0;120630;22920;143550;0;0;0;0;0;-;0;0;0;0;;;;;0;;0;2;0;0;0;;;;0;;;;;
27;33;Del Giro;18098602-2;JUAN AUKAN MARIVIL COLIMAN;72931;04/02/2025;04/02/2025 08:34:04;;;0;10639;2021;12660;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;0;;;;;
