Nro;Tipo Doc;Tipo Venta;Rut cliente;Razon Social;Folio;Fecha Docto;Fecha Recepcion;Fecha Acuse Recibo;Fecha Reclamo;Monto Exento;Monto Neto;Monto IVA;Monto total;IVA Retenido Total;IVA Retenido Parcial;IVA no retenido;IVA propio;IVA Terceros;RUT Emisor Liquid. Factura;Neto Comision Liquid. Factura;Exento Comision Liquid. Factura;IVA Comision Liquid. Factura;IVA fuera de plazo;Tipo Docto. Referencia;Folio Docto. Referencia;Num. Ident. Receptor Extranjero;Nacionalidad Receptor Extranjero;Credito empresa constructora;Impto. Zona Franca (Ley 18211);Garantia Dep. Envases;Indicador Venta sin Costo;Indicador Servicio Periodico;Monto No facturable;Total Monto Periodo;Venta Pasajes Transporte Nacional;Venta Pasajes Transporte Internacional;Numero Interno;Codigo Sucursal;NCE o NDE sobre Fact. de Compra;Codigo Otro Imp.;Valor Otro Imp.;Tasa Otro Imp.
1;33;Del Giro;99597170-4;DOMINION SPA;98;12/12/2025;12/12/2025 12:36:55;;;0;273050;51880;324930;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
2;33;Del Giro;99597170-4;DOMINION SPA;99;12/12/2025;12/12/2025 12:41:06;;;0;589999;112100;702099;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
3;33;Del Giro;99597170-4;DOMINION SPA;100;12/12/2025;12/12/2025 12:44:39;;;0;5184059;984971;6169030;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
4;33;Del Giro;99597170-4;DOMINION SPA;101;12/12/2025;12/12/2025 12:48:18;;;0;29436;5593;35029;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
5;33;Del Giro;99597170-4;DOMINION SPA;102;12/12/2025;12/12/2025 12:51:40;;;0;3043836;578329;3622165;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
6;33;Del Giro;99597170-4;DOMINION SPA;103;12/12/2025;12/12/2025 12:57:47;;;0;15885787;3018300;18904087;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
7;33;Del Giro;99597170-4;DOMINION SPA;104;12/12/2025;12/12/2025 13:03:27;;;0;2625506;498846;3124352;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
8;33;Del Giro;99597170-4;DOMINION SPA;105;12/12/2025;12/12/2025 13:06:15;;;0;169363;32179;201542;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
9;33;Del Giro;99597170-4;DOMINION SPA;106;12/12/2025;12/12/2025 13:08:58;;;0;21638810;4111374;25750184;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
10;33;Del Giro;76053001-8;SERVICIOS ROBOCON LIMITADA;107;16/12/2025;16/12/2025 15:39:30;;;0;3145688;597681;3743369;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;1;0;0;0;;;;90438277;;;;;
11;33;Del Giro;76749017-8;ZENER AUSTRAL LIMITADA;108;19/12/2025;19/12/2025 13:19:29;19/12/2025 17:09:19;;0;13685484;2600242;16285726;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;2;0;0;0;;;;90438277;;;;;
12;33;Del Giro;76053001-8;SERVICIOS ROBOCON LIMITADA;109;30/12/2025;30/12/2025 10:39:57;;;0;960000;182400;1142400;0;0;0;0;0;-;0;0;0;0;0;;;;0;;0;1;0;0;0;;;;90438277;;;;;
